id,status_group
72947,functional
35057,functional needs repair
32269,functional
21477,functional
57217,functional needs repair
13781,functional needs repair
67883,functional
7077,functional needs repair
73648,functional needs repair
59667,functional needs repair
2249,functional needs repair
19840,functional
32715,non functional
39154,non functional
43541,non functional
3497,functional
51049,functional needs repair
4005,functional
30463,functional
22064,non functional
42930,non functional
51981,functional needs repair
13120,non functional
15575,non functional
37358,non functional
18770,functional needs repair
54680,non functional
15607,non functional
29377,non functional
28331,functional
13122,functional needs repair
61918,non functional
59227,functional
35482,non functional
22663,functional
49587,functional
3773,functional needs repair
42811,functional
68178,non functional
47893,functional
70000,non functional
27493,functional
45643,functional needs repair
3839,functional
39750,non functional
7781,functional needs repair
24977,functional needs repair
50497,non functional
73994,functional needs repair
24296,functional
54924,functional needs repair
23814,non functional
23516,functional needs repair
13565,functional needs repair
58206,non functional
64835,non functional
24276,functional needs repair
57505,non functional
74148,functional needs repair
14845,functional
2063,functional
57275,non functional
31377,functional
68341,functional
59106,non functional
4037,functional needs repair
32233,functional
5068,non functional
19704,functional
4794,functional
20541,non functional
45174,functional needs repair
62718,non functional
2841,functional needs repair
57837,non functional
24658,non functional
12018,functional needs repair
67575,non functional
51143,non functional
45461,functional
21405,functional needs repair
36186,functional needs repair
9890,non functional
7595,non functional
10899,functional needs repair
2446,functional needs repair
27297,functional needs repair
26753,non functional
29672,non functional
49458,functional needs repair
5596,non functional
12747,functional needs repair
17935,functional needs repair
34361,functional
19181,functional
56153,functional
20599,functional
29967,functional
68398,non functional
18245,non functional
57407,non functional
8234,non functional
44775,functional needs repair
69030,non functional
39122,functional needs repair
46966,functional needs repair
40949,functional needs repair
47528,non functional
16717,functional needs repair
4499,non functional
53922,functional
324,non functional
54597,functional
51029,non functional
59845,functional needs repair
19328,non functional
44516,non functional
72333,functional needs repair
32788,non functional
2655,functional needs repair
25850,non functional
49814,functional needs repair
25897,non functional
26769,non functional
68324,non functional
21148,functional
71091,functional
61966,non functional
17994,non functional
40411,non functional
5470,non functional
58797,functional
58524,functional needs repair
63166,functional
23946,functional
64024,functional
2003,functional needs repair
2053,functional needs repair
24762,non functional
9002,functional needs repair
73027,functional
71094,non functional
69653,functional needs repair
36703,functional needs repair
46114,functional needs repair
5887,non functional
7380,functional
38522,non functional
28841,functional
39777,non functional
71093,non functional
26440,functional needs repair
49676,non functional
15942,functional needs repair
12583,functional needs repair
51254,functional
72092,non functional
42333,functional
39340,non functional
27026,functional needs repair
16713,functional needs repair
36167,functional needs repair
28528,non functional
62788,functional
30412,non functional
